image,response,pred_label,pred_conf
bottle9-bicycle1,clock,clock,0.4287109375
bottle10-boat3,boat,boat,0.2464599609375
bottle4-car3,car,car,0.63427734375
bottle9-truck1,bottle,bottle,0.80712890625
bottle4-bicycle1,bicycle,bicycle,0.318115234375
bottle6-boat3,truck,truck,0.42578125
bottle4-oven2,bottle,bottle,0.99609375
bottle5-cat1,cat,cat,0.9248046875
bottle1-dog2,cat,cat,0.389404296875
bottle9-bottle1,bottle,bottle,0.9873046875
bottle2-knife3,car,car,0.479736328125
bottle7-elephant2,elephant,elephant,0.9697265625
bottle3-airplane2,bottle,bottle,0.75830078125
bottle7-boat3,boat,boat,0.260498046875
bottle2-elephant1,elephant,elephant,0.99951171875
bottle1-cat3,cat,cat,0.85205078125
bottle2-chair3,chair,chair,0.6396484375
bottle6-oven3,oven,oven,0.95849609375
bottle5-chair1,chair,chair,0.41162109375
bottle9-elephant2,elephant,elephant,0.998046875
bottle8-bird1,chair,chair,0.1378173828125
bottle9-cat2,bear,bear,0.370849609375
bottle6-airplane1,keyboard,keyboard,0.3828125
bottle5-elephant1,elephant,elephant,0.99853515625
bottle2-car2,keyboard,keyboard,0.387939453125
bottle1-bear1,bear,bear,0.66845703125
bottle5-knife1,car,car,0.218505859375
bottle4-truck1,truck,truck,0.312744140625
bottle9-car3,car,car,0.783203125
bottle8-dog2,bottle,bottle,0.50390625
bottle3-cat3,cat,cat,0.70751953125
bottle10-clock2,bottle,bottle,0.6259765625
bottle7-keyboard2,keyboard,keyboard,0.24951171875
bottle1-bird3,bird,bird,0.21044921875
bottle3-bottle3,bottle,bottle,0.9912109375
bottle5-boat1,keyboard,keyboard,0.5087890625
bottle5-keyboard2,car,car,0.387451171875
bottle7-bear1,bear,bear,0.7578125
bottle4-dog2,chair,chair,0.27978515625
bottle7-clock1,clock,clock,0.9609375
bottle5-oven2,oven,oven,0.76123046875
bottle3-knife3,bottle,bottle,0.358154296875
bottle10-bear2,bear,bear,0.5947265625
bottle7-oven2,bottle,bottle,0.78662109375
bottle6-bear2,elephant,elephant,0.52880859375
bottle6-knife3,bottle,bottle,0.478515625
bottle6-bird1,chair,chair,0.156494140625
bottle6-bottle3,bottle,bottle,0.99658203125
bottle1-chair2,chair,chair,0.8330078125
bottle3-bicycle3,chair,chair,0.2427978515625
bottle5-airplane1,car,car,0.5654296875
bottle9-keyboard1,bottle,bottle,0.345947265625
bottle4-airplane1,airplane,airplane,0.666015625
bottle3-bear2,bear,bear,0.7783203125
bottle8-knife1,bottle,bottle,0.42626953125
bottle8-elephant3,elephant,elephant,0.99560546875
bottle5-clock3,clock,clock,0.98388671875
bottle3-chair3,chair,chair,0.58203125
bottle10-car1,car,car,0.8310546875
bottle2-bottle3,bottle,bottle,0.99755859375
bottle6-chair2,chair,chair,0.904296875
bottle2-clock1,clock,clock,0.85693359375
bottle10-truck3,bottle,bottle,0.7958984375
bottle9-oven2,bottle,bottle,0.97021484375
bottle7-truck2,truck,truck,0.54150390625
bottle7-cat2,bear,bear,0.341064453125
bottle8-bicycle1,car,car,0.31884765625
bottle10-dog1,bear,bear,0.42822265625
bottle5-truck1,bottle,bottle,0.33056640625
knife10-oven3,oven,oven,0.86083984375
knife5-cat2,bear,bear,0.380615234375
knife4-clock3,clock,clock,0.81103515625
knife6-oven3,oven,oven,0.98876953125
knife7-boat3,truck,truck,0.48486328125
knife9-bird1,bird,bird,0.492431640625
knife6-truck1,truck,truck,0.541015625
knife5-truck3,truck,truck,0.442138671875
knife9-airplane2,keyboard,keyboard,0.2359619140625
knife9-elephant2,elephant,elephant,0.78271484375
knife1-oven1,oven,oven,0.625
knife1-clock2,clock,clock,0.287353515625
knife2-elephant2,elephant,elephant,0.787109375
knife4-car2,car,car,0.4111328125
knife6-bicycle1,bicycle,bicycle,0.432861328125
knife2-truck2,car,car,0.64599609375
knife6-chair3,chair,chair,0.8349609375
knife8-truck3,car,car,0.48779296875
knife6-clock2,clock,clock,0.49462890625
knife3-bear2,bear,bear,0.54248046875
knife5-knife3,bottle,bottle,0.65966796875
knife5-dog1,cat,cat,0.56005859375
knife9-bottle2,bottle,bottle,0.73095703125
knife5-oven2,oven,oven,0.966796875
knife6-bottle3,bottle,bottle,0.94482421875
knife5-keyboard3,bottle,bottle,0.25537109375
knife2-bird1,bird,bird,0.2156982421875
knife2-bottle2,bottle,bottle,0.986328125
knife7-bird3,bird,bird,0.40185546875
knife1-airplane1,keyboard,keyboard,0.5634765625
knife6-boat3,boat,boat,0.341796875
knife3-keyboard3,knife,knife,0.419677734375
knife2-bear2,bear,bear,0.3818359375
knife4-knife2,bottle,bottle,0.2724609375
knife8-bicycle1,bicycle,bicycle,0.556640625
knife10-elephant3,elephant,elephant,0.9970703125
knife2-car3,car,car,0.8544921875
knife3-clock2,clock,clock,0.36669921875
knife4-airplane3,car,car,0.26611328125
knife2-cat3,cat,cat,0.49755859375
knife1-keyboard3,knife,knife,0.31103515625
knife8-car2,car,car,0.6435546875
knife2-bicycle3,bicycle,bicycle,0.73193359375
knife1-truck2,car,car,0.8056640625
knife4-boat1,boat,boat,0.62548828125
knife2-dog1,bear,bear,0.310546875
knife1-chair1,car,car,0.58447265625
knife1-elephant1,elephant,elephant,0.99658203125
knife1-bird2,bird,bird,0.432373046875
knife9-bicycle1,bicycle,bicycle,0.59326171875
knife6-knife1,car,car,0.34765625
knife9-bear3,bear,bear,0.54736328125
knife10-dog1,cat,cat,0.442138671875
knife3-cat1,cat,cat,0.57666015625
knife4-keyboard1,oven,oven,0.282470703125
knife10-bear3,bear,bear,0.468994140625
knife5-bicycle2,bicycle,bicycle,0.385986328125
knife3-knife1,car,car,0.541015625
knife8-cat2,cat,cat,0.458984375
knife10-chair1,chair,chair,0.69677734375
knife4-bear1,bear,bear,0.57421875
knife7-chair2,chair,chair,0.8662109375
knife4-cat2,bear,bear,0.36669921875
knife1-dog1,dog,dog,0.31884765625
knife5-clock1,clock,clock,0.94091796875
knife6-airplane1,airplane,airplane,0.73828125
knife7-bottle3,bottle,bottle,0.96533203125
knife8-boat1,keyboard,keyboard,0.26806640625
knife8-bottle3,bottle,bottle,0.9736328125
knife7-airplane3,car,car,0.257568359375
knife6-bird1,bird,bird,0.42822265625
knife10-keyboard3,car,car,0.34814453125
knife7-car2,car,car,0.65966796875
knife1-car3,car,car,0.85400390625
knife9-boat1,keyboard,keyboard,0.269775390625
knife6-dog2,cat,cat,0.419189453125
knife9-chair1,car,car,0.71875
knife7-elephant2,elephant,elephant,0.8125
knife4-oven2,oven,oven,0.63720703125
knife10-knife1,car,car,0.375
cat7-knife2,knife,knife,0.41064453125
cat4-oven1,oven,oven,0.55517578125
cat1-keyboard3,keyboard,keyboard,0.310791015625
cat8-bear1,bear,bear,0.480712890625
cat4-dog3,dog,dog,0.91650390625
cat7-truck2,car,car,0.60888671875
cat8-bird2,cat,cat,0.857421875
cat4-knife1,keyboard,keyboard,0.28466796875
cat1-airplane1,airplane,airplane,0.708984375
cat5-airplane2,car,car,0.515625
cat6-keyboard3,cat,cat,0.319091796875
cat4-clock2,clock,clock,0.83447265625
cat9-truck1,car,car,0.484130859375
cat9-bottle2,bottle,bottle,0.9697265625
cat5-bear2,cat,cat,0.6845703125
cat9-dog2,cat,cat,0.91552734375
cat4-cat3,cat,cat,0.6015625
cat10-oven2,oven,oven,0.96728515625
cat6-clock3,clock,clock,0.83544921875
cat2-boat2,keyboard,keyboard,0.22607421875
cat7-dog3,cat,cat,0.491943359375
cat2-knife3,airplane,airplane,0.2646484375
cat4-airplane1,airplane,airplane,0.48974609375
cat10-elephant3,elephant,elephant,0.9462890625
cat2-truck3,car,car,0.60205078125
cat5-bicycle3,cat,cat,0.37255859375
cat9-clock2,clock,clock,0.66259765625
cat6-chair3,chair,chair,0.91064453125
cat7-clock3,clock,clock,0.93701171875
cat7-airplane2,car,car,0.56494140625
cat5-knife2,cat,cat,0.67626953125
cat10-bird2,cat,cat,0.7177734375
cat1-car2,car,car,0.7255859375
cat5-boat1,boat,boat,0.7685546875
cat5-chair3,chair,chair,0.63330078125
cat2-car3,car,car,0.7890625
cat8-car2,car,car,0.75341796875
cat5-elephant2,elephant,elephant,0.87255859375
cat9-boat2,clock,clock,0.1776123046875
cat10-bicycle1,bicycle,bicycle,0.329833984375
cat3-bear2,cat,cat,0.900390625
cat6-bear1,cat,cat,0.5419921875
cat10-bear1,cat,cat,0.51416015625
cat9-cat3,cat,cat,0.609375
cat4-chair2,chair,chair,0.9267578125
cat1-dog1,cat,cat,0.8369140625
cat10-airplane3,car,car,0.455322265625
cat10-keyboard1,keyboard,keyboard,0.771484375
cat1-boat1,boat,boat,0.2998046875
cat7-elephant1,elephant,elephant,0.9677734375
cat1-chair2,chair,chair,0.94921875
cat4-truck3,truck,truck,0.350341796875
cat5-car2,car,car,0.8466796875
cat4-car2,car,car,0.7841796875
cat3-oven2,oven,oven,0.80029296875
cat7-boat3,car,car,0.426513671875
cat8-bicycle3,cat,cat,0.271240234375
cat5-keyboard3,cat,cat,0.75537109375
cat2-bottle3,bottle,bottle,0.5869140625
cat4-bird2,cat,cat,0.241455078125
cat9-knife2,knife,knife,0.2265625
cat9-bicycle1,bicycle,bicycle,0.62841796875
cat5-bottle1,bottle,bottle,0.9873046875
cat2-cat1,cat,cat,0.90478515625
cat9-chair2,chair,chair,0.65625
cat10-clock1,clock,clock,0.96875
cat3-bicycle1,car,car,0.3876953125
cat10-bottle1,bottle,bottle,0.97412109375
cat1-oven1,keyboard,keyboard,0.385498046875
cat7-bottle1,bottle,bottle,0.9931640625
cat1-cat3,cat,cat,0.943359375
cat9-bird3,cat,cat,0.935546875
cat6-oven1,keyboard,keyboard,0.611328125
cat1-bird1,cat,cat,0.9736328125
cat2-elephant1,elephant,elephant,0.9990234375
cat5-dog3,cat,cat,0.74462890625
cat3-cat1,cat,cat,0.958984375
cat3-truck3,truck,truck,0.4853515625
cat3-elephant2,elephant,elephant,0.81884765625
cat4-keyboard2,car,car,0.33056640625
boat4-car3,car,car,0.95654296875
boat1-bear1,bear,bear,0.87646484375
boat7-clock3,clock,clock,0.87353515625
boat8-elephant1,elephant,elephant,0.998046875
boat3-bicycle2,bicycle,bicycle,0.86865234375
boat6-car1,car,car,0.8818359375
boat1-elephant3,elephant,elephant,0.99755859375
boat6-bear1,bear,bear,0.501953125
boat2-bottle2,bottle,bottle,0.9384765625
boat9-keyboard2,keyboard,keyboard,0.385986328125
boat7-elephant3,elephant,elephant,0.99853515625
boat10-oven1,car,car,0.58447265625
boat6-bottle2,bottle,bottle,0.96630859375
boat2-oven3,oven,oven,0.99267578125
boat6-clock2,clock,clock,0.2264404296875
boat5-knife2,car,car,0.57666015625
boat4-elephant2,elephant,elephant,0.258544921875
boat6-airplane2,car,car,0.385498046875
boat5-clock3,clock,clock,0.7900390625
boat7-bottle1,bottle,bottle,0.9912109375
boat10-truck1,car,car,0.7255859375
boat1-truck3,car,car,0.5419921875
boat1-car2,car,car,0.96630859375
boat1-bird3,bird,bird,0.70849609375
boat5-airplane1,airplane,airplane,0.74853515625
boat6-dog1,cat,cat,0.451416015625
boat2-bear3,bear,bear,0.697265625
boat9-chair2,chair,chair,0.57421875
boat9-bird1,boat,boat,0.431640625
boat8-oven1,car,car,0.57568359375
boat10-bear3,bear,bear,0.4189453125
boat5-car3,car,car,0.708984375
boat3-clock3,clock,clock,0.70947265625
boat4-bicycle3,keyboard,keyboard,0.384521484375
boat9-cat3,cat,cat,0.3525390625
boat9-airplane2,boat,boat,0.2337646484375
boat9-knife2,keyboard,keyboard,0.371337890625
boat6-bicycle2,bicycle,bicycle,0.75439453125
boat7-truck2,car,car,0.5380859375
boat6-cat1,cat,cat,0.7822265625
boat5-boat3,boat,boat,0.239013671875
boat1-oven1,oven,oven,0.703125
boat4-chair2,chair,chair,0.6884765625
boat1-bicycle2,car,car,0.447021484375
boat8-truck2,truck,truck,0.5263671875
boat9-dog2,bird,bird,0.392333984375
boat9-bear3,bear,bear,0.69384765625
boat8-bottle1,bottle,bottle,0.96875
boat7-boat2,keyboard,keyboard,0.27880859375
boat1-chair3,chair,chair,0.9306640625
boat2-airplane1,keyboard,keyboard,0.57080078125
boat3-keyboard2,car,car,0.69091796875
boat10-boat3,boat,boat,0.449951171875
boat5-bicycle3,bicycle,bicycle,0.71435546875
boat6-knife2,keyboard,keyboard,0.348388671875
boat1-keyboard3,bottle,bottle,0.56982421875
boat7-keyboard3,keyboard,keyboard,0.404541015625
boat8-bird2,knife,knife,0.301025390625
boat3-airplane2,car,car,0.219970703125
boat7-chair1,chair,chair,0.91943359375
boat9-boat3,boat,boat,0.734375
boat2-keyboard1,keyboard,keyboard,0.46435546875
boat8-knife1,car,car,0.73876953125
boat10-cat1,dog,dog,0.90234375
boat8-dog3,dog,dog,0.5537109375
boat4-knife2,knife,knife,0.8056640625
boat3-dog3,dog,dog,0.8486328125
boat2-bird1,bottle,bottle,0.30029296875
boat9-clock1,clock,clock,0.90185546875
boat6-truck3,car,car,0.273681640625
boat4-dog2,cat,cat,0.390380859375
boat7-oven3,oven,oven,0.947265625
boat3-cat3,cat,cat,0.689453125
boat4-bird1,bird,bird,0.326171875
boat7-cat3,cat,cat,0.5791015625
boat4-boat3,boat,boat,0.77783203125
boat3-chair3,chair,chair,0.8466796875
boat4-bottle2,bottle,bottle,0.943359375
boat6-elephant2,elephant,elephant,0.541015625
boat3-car3,car,car,0.826171875
bird6-bottle3,bottle,bottle,0.97509765625
bird10-cat1,cat,cat,0.5234375
bird10-chair1,chair,chair,0.72119140625
bird7-truck2,car,car,0.798828125
bird9-chair1,chair,chair,0.83935546875
bird6-elephant2,elephant,elephant,0.53173828125
bird7-knife2,bottle,bottle,0.361328125
bird7-keyboard3,car,car,0.37255859375
bird6-car3,car,car,0.79931640625
bird3-oven1,oven,oven,0.9365234375
bird2-knife1,car,car,0.313720703125
bird1-bicycle2,car,car,0.363525390625
bird2-airplane3,car,car,0.287841796875
bird10-bicycle1,bicycle,bicycle,0.4453125
bird3-bear3,bear,bear,0.79833984375
bird1-keyboard3,bottle,bottle,0.63134765625
bird1-oven1,oven,oven,0.87353515625
bird2-clock3,clock,clock,0.97412109375
bird4-dog3,dog,dog,0.9697265625
bird7-boat1,airplane,airplane,0.331787109375
bird5-truck2,truck,truck,0.489501953125
bird4-cat3,cat,cat,0.6845703125
bird1-bear1,bear,bear,0.68310546875
bird5-car2,car,car,0.7900390625
bird1-boat1,car,car,0.29150390625
bird7-cat3,cat,cat,0.50927734375
bird9-bottle3,bottle,bottle,0.90087890625
bird2-bird2,bird,bird,0.87109375
bird7-car2,car,car,0.8623046875
bird3-boat3,car,car,0.441162109375
bird3-bird2,bird,bird,0.984375
bird6-boat2,boat,boat,0.28955078125
bird10-elephant2,elephant,elephant,0.93896484375
bird5-keyboard2,keyboard,keyboard,0.6591796875
bird3-knife3,knife,knife,0.1627197265625
bird6-truck2,car,car,0.853515625
bird7-oven3,oven,oven,0.96875
bird8-chair1,chair,chair,0.414306640625
bird5-airplane3,airplane,airplane,0.74462890625
bird2-car3,car,car,0.6357421875
bird5-bicycle1,car,car,0.42626953125
bird8-bottle1,bottle,bottle,0.982421875
bird3-truck3,car,car,0.2568359375
bird9-keyboard1,bird,bird,0.2242431640625
bird7-bottle1,bottle,bottle,0.9853515625
bird7-bird2,bird,bird,0.97900390625
bird1-clock3,clock,clock,0.98876953125
bird5-bear3,bear,bear,0.378662109375
bird1-airplane2,bottle,bottle,0.327392578125
bird1-knife3,car,car,0.29638671875
bird10-clock1,clock,clock,0.66015625
bird3-cat1,dog,dog,0.40380859375
bird8-elephant1,elephant,elephant,0.9990234375
bird8-clock1,clock,clock,0.751953125
bird1-elephant2,elephant,elephant,0.98681640625
bird3-dog1,bear,bear,0.6552734375
bird10-bird2,bird,bird,0.76953125
bird5-bird1,bird,bird,0.3115234375
bird8-knife2,knife,knife,0.3017578125
bird5-oven3,oven,oven,0.98974609375
bird2-dog2,dog,dog,0.7255859375
bird4-airplane1,airplane,airplane,0.484619140625
bird9-bicycle3,chair,chair,0.30419921875
bird8-keyboard2,car,car,0.556640625
bird3-bottle2,bottle,bottle,0.966796875
bird9-elephant2,elephant,elephant,0.8330078125
bird4-clock1,clock,clock,0.77392578125
bird6-oven1,keyboard,keyboard,0.5556640625
bird8-car2,keyboard,keyboard,0.453125
bird8-boat3,boat,boat,0.4736328125
bird4-bicycle2,car,car,0.371337890625
bird1-truck1,car,car,0.408935546875
