image,response,pred_label,pred_conf
truck6-clock2,car,car,0.440185546875
truck1-chair2,chair,chair,0.487060546875
truck1-dog1,cat,cat,0.38427734375
truck5-cat3,truck,truck,0.5556640625
truck6-bear2,bear,bear,0.382080078125
truck4-oven2,truck,truck,0.9541015625
truck8-elephant1,elephant,elephant,0.716796875
truck8-cat2,cat,cat,0.432861328125
truck2-airplane3,airplane,airplane,0.66796875
truck2-keyboard1,truck,truck,0.68896484375
truck5-airplane2,car,car,0.4814453125
truck6-truck2,car,car,0.72900390625
truck4-bear1,bear,bear,0.431396484375
truck2-boat3,truck,truck,0.9560546875
truck9-boat3,truck,truck,0.99658203125
truck2-elephant1,elephant,elephant,0.998046875
truck5-bird2,truck,truck,0.81494140625
truck1-cat1,cat,cat,0.9423828125
truck3-dog3,dog,dog,0.8369140625
truck6-bottle3,bottle,bottle,0.99169921875
truck1-car3,car,car,0.497802734375
truck6-cat2,bottle,bottle,0.420166015625
truck9-airplane2,truck,truck,0.445068359375
truck7-oven2,truck,truck,0.89697265625
truck3-bird2,truck,truck,0.74462890625
truck3-chair2,chair,chair,0.90771484375
truck1-bird1,truck,truck,0.89892578125
truck2-chair1,chair,chair,0.430419921875
truck7-chair2,truck,truck,0.428466796875
truck6-bicycle1,bicycle,bicycle,0.6259765625
truck7-keyboard3,keyboard,keyboard,0.333251953125
truck10-elephant3,elephant,elephant,0.8056640625
truck1-knife1,truck,truck,0.407958984375
truck3-cat1,cat,cat,0.93994140625
truck8-bottle2,bottle,bottle,0.9912109375
truck9-truck3,truck,truck,0.9921875
truck3-clock3,clock,clock,0.97216796875
truck5-truck1,truck,truck,0.98876953125
truck10-bicycle1,bicycle,bicycle,0.52587890625
truck6-oven3,oven,oven,0.998046875
truck3-keyboard3,keyboard,keyboard,0.5634765625
truck5-knife3,airplane,airplane,0.427978515625
truck4-knife1,knife,knife,0.26123046875
truck3-car3,car,car,0.70458984375
truck5-dog3,dog,dog,0.83837890625
truck10-airplane1,airplane,airplane,0.57861328125
truck2-clock1,clock,clock,0.71875
truck7-truck2,truck,truck,0.92626953125
truck3-bear3,dog,dog,0.50634765625
truck8-keyboard2,keyboard,keyboard,0.58935546875
truck2-bottle3,bottle,bottle,0.8935546875
truck10-clock1,car,car,0.3359375
truck5-keyboard1,keyboard,keyboard,0.38330078125
truck1-bicycle3,bicycle,bicycle,0.414306640625
truck2-bicycle2,car,car,0.6015625
truck5-car1,car,car,0.603515625
truck7-bear2,elephant,elephant,0.50244140625
truck9-elephant1,elephant,elephant,0.9990234375
truck1-clock3,clock,clock,0.63818359375
bottle6-dog3,dog,dog,0.9482421875
bottle1-clock1,clock,clock,0.921875
bottle1-keyboard3,cat,cat,0.66015625
bottle1-car1,car,car,0.5869140625
bottle6-bicycle3,bottle,bottle,0.3193359375
bottle5-bird3,cat,cat,0.437255859375
bottle8-bottle3,bottle,bottle,0.98681640625
bottle3-bird1,bottle,bottle,0.21923828125
bottle7-airplane3,cat,cat,0.199462890625
bottle8-keyboard3,bottle,bottle,0.285400390625
bottle3-boat3,bicycle,bicycle,0.138427734375
bottle9-bicycle1,car,car,0.389892578125
bottle10-boat3,bottle,bottle,0.42724609375
bottle4-car3,car,car,0.6201171875
bottle9-truck1,bottle,bottle,0.60986328125
bottle4-bicycle1,bicycle,bicycle,0.2315673828125
bottle6-boat3,car,car,0.233642578125
bottle4-oven2,bottle,bottle,0.98388671875
bottle5-cat1,cat,cat,0.74951171875
bottle1-dog2,cat,cat,0.463134765625
bottle9-bottle1,bottle,bottle,0.97412109375
bottle2-knife3,bottle,bottle,0.58447265625
bottle7-elephant2,elephant,elephant,0.984375
bottle3-airplane2,bottle,bottle,0.476318359375
bottle7-boat3,keyboard,keyboard,0.2081298828125
bottle2-elephant1,elephant,elephant,0.99951171875
bottle1-cat3,cat,cat,0.91015625
bottle2-chair3,chair,chair,0.77294921875
bottle6-oven3,oven,oven,0.974609375
bottle5-chair1,chair,chair,0.423828125
bottle9-elephant2,elephant,elephant,0.9892578125
bottle8-bird1,bottle,bottle,0.252197265625
bottle9-cat2,bear,bear,0.65087890625
bottle6-airplane1,bottle,bottle,0.85888671875
bottle5-elephant1,elephant,elephant,0.99951171875
bottle2-car2,keyboard,keyboard,0.31103515625
bottle1-bear1,cat,cat,0.52880859375
bottle5-knife1,bottle,bottle,0.206787109375
bottle4-truck1,bottle,bottle,0.50439453125
bottle9-car3,car,car,0.5771484375
bottle8-dog2,bottle,bottle,0.84521484375
bottle3-cat3,cat,cat,0.9306640625
bottle10-clock2,bottle,bottle,0.99072265625
bottle7-keyboard2,keyboard,keyboard,0.85400390625
bottle1-bird3,cat,cat,0.2958984375
bottle3-bottle3,bottle,bottle,0.95751953125
bottle5-boat1,keyboard,keyboard,0.417236328125
bottle5-keyboard2,keyboard,keyboard,0.5830078125
bottle7-bear1,cat,cat,0.75927734375
bottle4-dog2,cat,cat,0.392333984375
bottle7-clock1,clock,clock,0.9453125
bottle5-oven2,oven,oven,0.49072265625
bottle3-knife3,airplane,airplane,0.7158203125
bottle10-bear2,elephant,elephant,0.425048828125
bottle7-oven2,bottle,bottle,0.8837890625
bottle6-bear2,bear,bear,0.61572265625
bottle6-knife3,airplane,airplane,0.450439453125
bottle6-bird1,bottle,bottle,0.50244140625
bottle6-bottle3,bottle,bottle,0.9921875
bottle1-chair2,chair,chair,0.58544921875
bottle3-bicycle3,keyboard,keyboard,0.2376708984375
bottle5-airplane1,airplane,airplane,0.4912109375
bottle9-keyboard1,bottle,bottle,0.6005859375
bottle4-airplane1,airplane,airplane,0.76171875
bottle3-bear2,bear,bear,0.470458984375
bottle8-knife1,car,car,0.595703125
bottle8-elephant3,elephant,elephant,0.935546875
bottle5-clock3,clock,clock,0.98095703125
bottle3-chair3,chair,chair,0.86865234375
bottle10-car1,car,car,0.65869140625
bottle2-bottle3,bottle,bottle,0.99560546875
bottle6-chair2,keyboard,keyboard,0.305908203125
bottle2-clock1,clock,clock,0.65478515625
bottle10-truck3,bottle,bottle,0.98779296875
bottle9-oven2,bottle,bottle,0.85302734375
bottle7-truck2,car,car,0.6513671875
bottle7-cat2,cat,cat,0.6220703125
bottle8-bicycle1,clock,clock,0.80224609375
bottle10-dog1,cat,cat,0.30078125
bottle5-truck1,bottle,bottle,0.99169921875
knife10-oven3,oven,oven,0.94677734375
knife5-cat2,cat,cat,0.6513671875
knife4-clock3,clock,clock,0.51220703125
knife6-oven3,oven,oven,0.96533203125
knife7-boat3,car,car,0.405029296875
knife9-bird1,bird,bird,0.26318359375
knife6-truck1,car,car,0.65771484375
knife5-truck3,truck,truck,0.432373046875
knife9-airplane2,airplane,airplane,0.14453125
knife9-elephant2,elephant,elephant,0.98583984375
knife1-oven1,oven,oven,0.57861328125
knife1-clock2,keyboard,keyboard,0.328125
knife2-elephant2,elephant,elephant,0.84423828125
knife4-car2,bicycle,bicycle,0.201416015625
knife6-bicycle1,bicycle,bicycle,0.44091796875
knife2-truck2,car,car,0.68310546875
knife6-chair3,chair,chair,0.8681640625
knife8-truck3,car,car,0.80908203125
knife6-clock2,clock,clock,0.458984375
knife3-bear2,bear,bear,0.92529296875
knife5-knife3,knife,knife,0.438232421875
knife5-dog1,cat,cat,0.6455078125
knife9-bottle2,bottle,bottle,0.64208984375
knife5-oven2,oven,oven,0.99365234375
knife6-bottle3,bottle,bottle,0.96923828125
knife5-keyboard3,bottle,bottle,0.533203125
knife2-bird1,bird,bird,0.2449951171875
knife2-bottle2,bottle,bottle,0.98291015625
knife7-bird3,cat,cat,0.42626953125
knife1-airplane1,airplane,airplane,0.7314453125
knife6-boat3,airplane,airplane,0.151611328125
knife3-keyboard3,bottle,bottle,0.63916015625
knife2-bear2,cat,cat,0.282958984375
knife4-knife2,knife,knife,0.22607421875
knife8-bicycle1,bicycle,bicycle,0.384765625
knife10-elephant3,elephant,elephant,0.84814453125
knife2-car3,car,car,0.845703125
knife3-clock2,bottle,bottle,0.207763671875
knife4-airplane3,airplane,airplane,0.64794921875
knife2-cat3,cat,cat,0.50146484375
knife1-keyboard3,bottle,bottle,0.242919921875
knife8-car2,car,car,0.82568359375
knife2-bicycle3,bicycle,bicycle,0.333740234375
knife1-truck2,car,car,0.60791015625
knife4-boat1,boat,boat,0.248779296875
knife2-dog1,dog,dog,0.619140625
knife1-chair1,chair,chair,0.859375
knife1-elephant1,elephant,elephant,0.99951171875
knife1-bird2,bird,bird,0.82861328125
knife9-bicycle1,bicycle,bicycle,0.70068359375
knife6-knife1,keyboard,keyboard,0.354736328125
knife9-bear3,bear,bear,0.42236328125
knife10-dog1,dog,dog,0.404296875
knife3-cat1,cat,cat,0.57470703125
knife4-keyboard1,keyboard,keyboard,0.318115234375
knife10-bear3,bear,bear,0.89453125
knife5-bicycle2,bicycle,bicycle,0.415283203125
knife3-knife1,car,car,0.339599609375
knife8-cat2,cat,cat,0.66845703125
knife10-chair1,chair,chair,0.66357421875
knife4-bear1,cat,cat,0.68603515625
knife7-chair2,chair,chair,0.403076171875
knife4-cat2,cat,cat,0.55078125
knife1-dog1,cat,cat,0.426025390625
knife5-clock1,keyboard,keyboard,0.48583984375
knife6-airplane1,airplane,airplane,0.88720703125
knife7-bottle3,bottle,bottle,0.9404296875
knife8-boat1,boat,boat,0.548828125
knife8-bottle3,bottle,bottle,0.544921875
knife7-airplane3,airplane,airplane,0.1781005859375
knife6-bird1,knife,knife,0.60107421875
knife10-keyboard3,keyboard,keyboard,0.306884765625
knife7-car2,car,car,0.72509765625
knife1-car3,car,car,0.78955078125
knife9-boat1,airplane,airplane,0.482177734375
knife6-dog2,cat,cat,0.572265625
knife9-chair1,car,car,0.5322265625
knife7-elephant2,elephant,elephant,0.998046875
knife4-oven2,keyboard,keyboard,0.477783203125
knife10-knife1,car,car,0.31005859375
cat7-knife2,knife,knife,0.224609375
cat4-oven1,car,car,0.69384765625
cat1-keyboard3,cat,cat,0.363525390625
cat8-bear1,bear,bear,0.765625
cat4-dog3,dog,dog,0.9814453125
cat7-truck2,car,car,0.5263671875
cat8-bird2,cat,cat,0.986328125
cat4-knife1,car,car,0.26025390625
cat1-airplane1,airplane,airplane,0.75390625
cat5-airplane2,boat,boat,0.1866455078125
cat6-keyboard3,cat,cat,0.85888671875
cat4-clock2,cat,cat,0.286865234375
cat9-truck1,car,car,0.54443359375
cat9-bottle2,bottle,bottle,0.9873046875
cat5-bear2,cat,cat,0.9833984375
cat9-dog2,cat,cat,0.990234375
cat4-cat3,cat,cat,0.99169921875
cat10-oven2,oven,oven,0.5986328125
cat6-clock3,clock,clock,0.947265625
cat2-boat2,boat,boat,0.352783203125
cat7-dog3,cat,cat,0.90576171875
cat2-knife3,cat,cat,0.369384765625
cat4-airplane1,airplane,airplane,0.53076171875
cat10-elephant3,cat,cat,0.93505859375
cat2-truck3,car,car,0.62451171875
cat5-bicycle3,cat,cat,0.97607421875
cat9-clock2,keyboard,keyboard,0.49658203125
cat6-chair3,chair,chair,0.9453125
cat7-clock3,clock,clock,0.97607421875
cat7-airplane2,car,car,0.5478515625
cat5-knife2,cat,cat,0.5634765625
cat10-bird2,cat,cat,0.970703125
cat1-car2,car,car,0.76025390625
cat5-boat1,boat,boat,0.467529296875
cat5-chair3,chair,chair,0.73974609375
cat2-car3,car,car,0.52783203125
cat8-car2,car,car,0.444091796875
cat5-elephant2,elephant,elephant,0.9970703125
cat9-boat2,boat,boat,0.349609375
cat10-bicycle1,keyboard,keyboard,0.410888671875
cat3-bear2,cat,cat,0.9130859375
cat6-bear1,cat,cat,0.9091796875
cat10-bear1,cat,cat,0.7890625
cat9-cat3,cat,cat,0.82470703125
cat4-chair2,keyboard,keyboard,0.59375
cat1-dog1,cat,cat,0.99267578125
cat10-airplane3,car,car,0.269287109375
cat10-keyboard1,keyboard,keyboard,0.650390625
cat1-boat1,boat,boat,0.407958984375
cat7-elephant1,elephant,elephant,0.98828125
cat1-chair2,chair,chair,0.6572265625
cat4-truck3,car,car,0.46826171875
cat5-car2,car,car,0.8701171875
cat4-car2,car,car,0.64599609375
cat3-oven2,car,car,0.3251953125
cat7-boat3,car,car,0.43798828125
cat8-bicycle3,cat,cat,0.390380859375
cat5-keyboard3,cat,cat,0.958984375
cat2-bottle3,bottle,bottle,0.8427734375
cat4-bird2,cat,cat,0.9833984375
cat9-knife2,knife,knife,0.203125
cat9-bicycle1,car,car,0.292236328125
cat5-bottle1,bottle,bottle,0.9697265625
cat2-cat1,cat,cat,0.97265625
cat9-chair2,chair,chair,0.904296875
cat10-clock1,clock,clock,0.52685546875
cat3-bicycle1,cat,cat,0.9267578125
cat10-bottle1,bottle,bottle,0.9853515625
cat1-oven1,car,car,0.66748046875
cat7-bottle1,bottle,bottle,0.99169921875
cat1-cat3,cat,cat,0.990234375
cat9-bird3,cat,cat,0.96484375
cat6-oven1,car,car,0.34521484375
cat1-bird1,cat,cat,0.9892578125
cat2-elephant1,elephant,elephant,0.97216796875
cat5-dog3,cat,cat,0.9716796875
cat3-cat1,cat,cat,0.99462890625
cat3-truck3,car,car,0.4833984375
cat3-elephant2,elephant,elephant,0.99755859375
cat4-keyboard2,keyboard,keyboard,0.6474609375
boat4-car3,car,car,0.83056640625
boat1-bear1,bear,bear,0.89306640625
boat7-clock3,clock,clock,0.9580078125
boat8-elephant1,elephant,elephant,0.99658203125
boat3-bicycle2,bicycle,bicycle,0.59765625
boat6-car1,car,car,0.82275390625
boat1-elephant3,elephant,elephant,0.986328125
boat6-bear1,bear,bear,0.8818359375
boat2-bottle2,bottle,bottle,0.97119140625
boat9-keyboard2,keyboard,keyboard,0.58251953125
boat7-elephant3,elephant,elephant,0.66943359375
boat10-oven1,oven,oven,0.478515625
boat6-bottle2,bottle,bottle,0.9931640625
boat2-oven3,oven,oven,0.62255859375
boat6-clock2,bottle,bottle,0.2335205078125
boat5-knife2,car,car,0.227783203125
boat4-elephant2,elephant,elephant,0.953125
boat6-airplane2,boat,boat,0.250244140625
boat5-clock3,clock,clock,0.974609375
boat7-bottle1,bottle,bottle,0.9833984375
boat10-truck1,car,car,0.90673828125
boat1-truck3,car,car,0.4619140625
boat1-car2,car,car,0.92333984375
boat1-bird3,dog,dog,0.51806640625
boat5-airplane1,airplane,airplane,0.96630859375
boat6-dog1,bear,bear,0.36767578125
boat2-bear3,bear,bear,0.7197265625
boat9-chair2,boat,boat,0.7939453125
boat9-bird1,boat,boat,0.7490234375
boat8-oven1,car,car,0.352783203125
boat10-bear3,cat,cat,0.469482421875
boat5-car3,car,car,0.75732421875
boat3-clock3,clock,clock,0.9677734375
boat4-bicycle3,bicycle,bicycle,0.390625
boat9-cat3,cat,cat,0.69580078125
boat9-airplane2,boat,boat,0.479248046875
boat9-knife2,knife,knife,0.272705078125
boat6-bicycle2,bicycle,bicycle,0.8583984375
boat7-truck2,car,car,0.60693359375
boat6-cat1,cat,cat,0.8662109375
boat5-boat3,bicycle,bicycle,0.164794921875
boat1-oven1,knife,knife,0.53173828125
boat4-chair2,chair,chair,0.517578125
boat1-bicycle2,bicycle,bicycle,0.97216796875
boat8-truck2,car,car,0.69384765625
boat9-dog2,cat,cat,0.393798828125
boat9-bear3,cat,cat,0.5927734375
boat8-bottle1,bottle,bottle,0.98291015625
boat7-boat2,boat,boat,0.2105712890625
boat1-chair3,chair,chair,0.91162109375
boat2-airplane1,airplane,airplane,0.83935546875
boat3-keyboard2,keyboard,keyboard,0.93115234375
boat10-boat3,boat,boat,0.423828125
boat5-bicycle3,bicycle,bicycle,0.63720703125
boat6-knife2,knife,knife,0.1470947265625
boat1-keyboard3,bottle,bottle,0.76611328125
boat7-keyboard3,bottle,bottle,0.43115234375
boat8-bird2,cat,cat,0.4130859375
boat3-airplane2,airplane,airplane,0.3486328125
boat7-chair1,chair,chair,0.89306640625
boat9-boat3,boat,boat,0.9638671875
boat2-keyboard1,keyboard,keyboard,0.301513671875
boat8-knife1,car,car,0.303955078125
boat10-cat1,cat,cat,0.6015625
boat8-dog3,dog,dog,0.84326171875
boat4-knife2,knife,knife,0.395263671875
boat3-dog3,dog,dog,0.9697265625
boat2-bird1,bird,bird,0.77294921875
boat9-clock1,keyboard,keyboard,0.44921875
boat6-truck3,airplane,airplane,0.33642578125
boat4-dog2,cat,cat,0.7421875
boat7-oven3,oven,oven,0.99658203125
boat3-cat3,cat,cat,0.5263671875
boat4-bird1,bird,bird,0.76220703125
boat7-cat3,cat,cat,0.7578125
boat4-boat3,keyboard,keyboard,0.39599609375
boat3-chair3,chair,chair,0.7998046875
boat4-bottle2,bottle,bottle,0.98095703125
boat6-elephant2,elephant,elephant,0.98974609375
boat3-car3,car,car,0.6669921875
bird6-bottle3,bottle,bottle,0.9775390625
bird10-cat1,cat,cat,0.734375
bird10-chair1,chair,chair,0.8076171875
bird7-truck2,car,car,0.8251953125
bird9-chair1,chair,chair,0.80712890625
bird6-elephant2,elephant,elephant,0.8173828125
bird7-knife2,bird,bird,0.2462158203125
bird7-keyboard3,dog,dog,0.12255859375
bird6-car3,car,car,0.755859375
bird3-oven1,oven,oven,0.7392578125
bird2-knife1,knife,knife,0.36181640625
bird1-bicycle2,bicycle,bicycle,0.384033203125
bird2-airplane3,airplane,airplane,0.2119140625
bird10-bicycle1,bicycle,bicycle,0.52099609375
bird3-bear3,cat,cat,0.7392578125
bird1-keyboard3,oven,oven,0.48388671875
bird1-oven1,oven,oven,0.93603515625
bird2-clock3,clock,clock,0.52783203125
bird4-dog3,dog,dog,0.98486328125
bird7-boat1,airplane,airplane,0.65234375
bird5-truck2,car,car,0.52783203125
bird4-cat3,dog,dog,0.56591796875
bird1-bear1,bear,bear,0.45947265625
bird5-car2,car,car,0.5146484375
bird1-boat1,boat,boat,0.305419921875
bird7-cat3,cat,cat,0.7255859375
bird9-bottle3,bottle,bottle,0.81689453125
bird2-bird2,bird,bird,0.64208984375
bird7-car2,car,car,0.6044921875
bird3-boat3,car,car,0.462158203125
bird3-bird2,bird,bird,0.966796875
bird6-boat2,boat,boat,0.7578125
bird10-elephant2,elephant,elephant,0.90087890625
bird5-keyboard2,bird,bird,0.6123046875
bird3-knife3,knife,knife,0.271240234375
bird6-truck2,car,car,0.9208984375
bird7-oven3,oven,oven,0.953125
bird8-chair1,chair,chair,0.73681640625
bird5-airplane3,airplane,airplane,0.97314453125
bird2-car3,car,car,0.89501953125
bird5-bicycle1,bicycle,bicycle,0.5615234375
bird8-bottle1,bottle,bottle,0.9873046875
bird3-truck3,chair,chair,0.18017578125
bird9-keyboard1,keyboard,keyboard,0.39892578125
bird7-bottle1,bottle,bottle,0.95703125
bird7-bird2,bird,bird,0.98828125
bird1-clock3,clock,clock,0.99609375
bird5-bear3,bear,bear,0.53662109375
bird1-airplane2,bottle,bottle,0.43310546875
bird1-knife3,elephant,elephant,0.445068359375
bird10-clock1,clock,clock,0.8330078125
bird3-cat1,cat,cat,0.90576171875
bird8-elephant1,elephant,elephant,0.9990234375
bird8-clock1,clock,clock,0.54638671875
bird1-elephant2,elephant,elephant,0.9990234375
bird3-dog1,bear,bear,0.92578125
bird10-bird2,bird,bird,0.97802734375
bird5-bird1,bird,bird,0.90283203125
bird8-knife2,knife,knife,0.57080078125
bird5-oven3,oven,oven,0.94921875
bird2-dog2,dog,dog,0.5390625
bird4-airplane1,airplane,airplane,0.8916015625
bird9-bicycle3,bird,bird,0.6689453125
bird8-keyboard2,keyboard,keyboard,0.348388671875
